id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes,image_link
8806,Exsurge quare obdormis domine exsurge et,g00640,,,,CH-Cobodmer : C 0074,,035r,,,,feast_0474,genre_in,,http://musmed.eu/source/9492,,,Exsurge quare obdormis domine exsurge et ne repellas in finem quare faciem tuam avertis oblivisceris tribulationem nostram adhaesit in terra venter noster exsurge domine adjuva nos et libera nos,,fedfedcdfed--cefgfefe--fed---fg--ghg---f--ghgfg--f---hgh--jh--jjh---h--hjkjhgf--fg---g---g---g--h--gf---fgfefd---defgf--edf---dfgh--h---j--hg--ggf---ghgf--f---gf-fe--df-gf-fe-ghghf--ghgf---d--f--fghjhjh--jh--hgh---hjh--gf--h--hgf--fgh--hgjhgf---fghgh--fghgf---f--fgfefgf--d---ec---fgf--f---fgf--gfefed---defgf--edf---d--f--g---h--ghg--f---h--g--hg---fefg---d---ff-gf--gfefd--dfefg---fed,,https://www.e-codices.unifr.ch/de/fmb/cb-0074/35r/0/Sequence-825
8817,Exsurge quare obdormis domine exsurge et,g00640,1,,,F-PR : Ms 0012,,053v,,,,feast_0474,genre_in,,http://musmed.eu/source/14008,,,Exsurge quare obdormis domine exsurge et ne repellas in finem quare faciem tuam avertis oblivisceris tribulationem nostram adhaesit in terra venter noster exsurge domine adjuva nos et libera nos,,d--dfe--dcd---ffg--f---f--fg--fe---gh--h--h---h--hhg-ghg--f---ghg---d---f--fgf--f---gfef---dfd--d---df--gh--g---gh--f--df---fgf--fef---d--ce--e---e--g--hkh--gh--h---h--gf--gh--gh--fgh--gh---fgf--f---g--ghgg--d---f---fgff--c---df--ef---dfd--d---f--gh--h---h--g--f---h--g--h---f---df---fgh--fe--defede---ed,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=4246&VUE_ID=936849&carouselThere=false&nbVignettes=4x3&page=1&angle=0&zoom=moyen&tailleReelle=
21378,Esto mihi in Deum protectorem,g00648,6,,,PL-Wn rps 12722 V,,042v,,,,feast_0470,,,http://cantus.ispan.pl/source/4559,,,Esto mihi in Deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--ddf---f--df---f---fec--f---gfg--hgh--fgf--f---f---f---fg--fe---df--f--ffec--c---fe---g--g---ghf---f--fgf--f---f--g--h---h--h--hg--g---ghgf--f---f---f--fg--g--gh---ff--f---fd---fcc---d---ff--g---h--ggf---ghg--g---hk---k--hhkg---ghf--f---fe---d--gfgh--f--fgf---f,,http://cantus.ispan.pl/node/28785
21382,Esto mihi in deum protectorem,g00648,6T,,,PL-WRu I F 414,,013r,,,,feast_0470,,,http://cantus.ispan.pl/source/36027,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,k--hk---k--hk---k---kkjg--kk---lkl--mlm--klk--k---k---k---kl--kj---hk--k--kjg--g---kkj---l--l---lmk---k--klk--k---k--lm--m---m--m--m--l---lmlk--k---k---k--kl--l--lm---kk--k---khkg---g---h---kk--lm---m--lk---lml--l---mo---ooo--mol---lmk--k---kkj---h--lj--lm--kk-klk---k,,http://cantus.ispan.pl/node/36174
21387,Esto mihi in deum protectorem,g00648,6T,,,PL-WRu I F 416,,022v,,,,feast_0470,,,http://cantus.ispan.pl/source/41816,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,k--hk---k--hk---k---kkjg--kk---lkl--mlm--klk--k---k---k---kl--kj---hk--k--kjg--g---kkj---l--l---lmk---k--klk--k---k--lm--m---m--m--m--l---lmlk--k---k---k--kl--l--lm---kk--k---khkg---g---h---kk--lm---m--lk---lml--l---mo---ooo--mol---lmk--k---kkj---h--lj-lm--kk--klk---k,,http://cantus.ispan.pl/node/42227
21400,Esto mihi in Deum protectorem et,g00648,,,,I-BGc : MA 239 (Gamma III.18),,030r,,,,feast_0470,genre_in,,http://musmed.eu/source/8805,,,Esto mihi in Deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--def---f--def---f---ffec--ff---gfg--hgh--fgf--f---f---f---fg--fe---df--f--f--fec---c---h--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---fe--f---fdec---c---d---ff--gh---h--gf---gh-hg--g---hk---kkk--hkg---ghgf--f---fe---d--ge-gh--f--fgf---f,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/67/mode/1up
21402,Esto mihi in Deum protectorem et,g00648,,,,V-CVbav : Vat.lat.05319,,037v,,,,feast_0470,genre_in,,http://musmed.eu/source/14915,,,Esto mihi in Deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,kj-kl--l---ll--kjkl---l---lmlk--kl---klm--mlnmlk--lmlk--lkjkl---l---k---lk-mlnml--kl---kl--kkjh--hkl---ml---kl--ml---klmlnmlm---lk--lmlk--lk-lmnmlm---lk--l--m---nm--l--kl--m---kl--m---kl---l--m--l--l---lk--lk-kh---hjklkjhjhg---kl---l---kl--klm---mm--lnmlklnml---klm--nmlnml---op---o--omnonmlnmlk---lmlk--lkjkl---kjklkjkj---h--lkj-lnmlm--lk--klmlmlkl---lk,,https://digi.vatlib.it/view/MSS_Vat.lat.5319/82
21407,Esto mihi in Deum protectorem et,g00648,6,,,F-Pn : NAL 01414,,014v,,,,feast_0470,genre_in,,http://musmed.eu/source/28426,,,Esto mihi in Deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,k--hk---k--hk---k---kkjg--kk---lkl--mlm--klk--k---k---k---kl--kj---hk--k--kjg--g---kkj---l--l---lmk---k--klk--k---k--lm--m---m--m--m--l---lmlk--k---k---k--kl--l--lm---kk--k---khkg---g---h---kk--lm---m--lk---lml--l---mo---ooo--mol---lmk--k---kkj---h--lj-lm--kk--klk---k,,https://gallica.bnf.fr/ark:/12148/btv1b525113345/f34.image
21413,Esto mihi in Deum protectorem et,g00648,,,,D-B : Ms mus 40078,,038r,,,,feast_0470,genre_in,,http://musmed.eu/source/8817,,,Esto mihi in Deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--ddf---f--ddf---f---fffc--ff---gfg--hgh--fgf--f---f---f---fg--fed---ddf--f--ff-fc--c---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--hg--g---ghgf--f---f---f--fgf--f--ghg---ff--f---fdfc---c---c---ff--gh---h--gf---ghg--g---hk---kkk--hkg---ghf--f---ffe---d--ge-gh--ff--fgf---f,,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN782404677&PHYSID=PHYS_0079&DMDID=DMDLOG_0001
21415,Esto mihi in deum protectorem et,g00648,,,,F-G : Ms 0084 (Ms. 395 Rés.),,104v,,,,feast_0470,genre_in,,http://musmed.eu/source/10075,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--df---f---fed--ff---hgh--hgh--fgf--f---e---f---g--fe---df--f--fe--d---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---ff--f---fdec---c---d---ff--gh---h--gf---ghhg--g---hk---kkk--hjg---ghd--d---ffe---d--ge-gh--ff--fgf---f,,https://gallica.bnf.fr/ark:/12148/btv1b10670666x/f214.item
21419,Esto mihi in deum protectorem et,g00648,6,,,F-Pn : Ms Lat 00903,,031v,,,,feast_0470,genre_in,,http://musmed.eu/source/13022,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--def---f--def---f---ffec--ff---gfg--hgh--fgf--f---f---fg---g--fe---def--f--f--fec---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---ff--f---fdec---c---d---ff--gh---h--gf---ghg--g---hk---kkk--hjg---ghf--f---ffe---d--ge-gh--ff--fgf---f,,https://gallica.bnf.fr/ark:/12148/btv1b10506538t/f80.image
21420,Esto mihi in deum protectorem et,g00648,,,,I-BGc : MA 150 (Psi III.8),,016v,,,,feast_0470,genre_in,,http://musmed.eu/source/41838,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--def---f--d---f---fec--ff---gfg--hgh--fgf--f---f---f---fg--fe---df--f--ffec--c---ffe---g--g---dghg---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---fd--f---fdec---c---c---ff--gh---h--gf---ghg--g---hk---kkk--hkg---ghgf--f---fe---d--ge-gh--ff--fgf---f,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3862#page/38/mode/1up
21421,Esto mihi in deum protectorem et,g00648,,,,D-KNd : Ms 1001b,,039v,,,,feast_0470,genre_in,,http://musmed.eu/source/11493,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,ff--df---ff--d---def---ffec--ff---gfg--hgh--fgf--f---f---f---g--fe---def--f--fed--d---ffe---g--g---ghg---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---f--f---fdec---c---c---f--gh---h--gf---ghg--g---hk---k--hjg---ghgf--f---fe---d--gegh--f--fgf---f,,https://digital.dombibliothek-koeln.de/hs/content/zoom/311507
21425,Esto mihi in deum protectorem et,g00648,,,,V-CVbav : Archivio di San Pietro F.22,,017r,,,,feast_0470,genre_in,,http://musmed.eu/source/14749,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,fefg--g---gg--fefg---g---ghgf--fg---fgh--hgjhgf--ghgf--ghgfedfg---gg---f---gfhgjhg--fg---fg--ffed--df--g---hg---fg--hg---fghgjhgh---gf--ghgf--gfgjhgh---gf--g--h---kkj--g--fg--hg---fg--hg---fg---g--h--g--g---gf--gfede---defgfedec---df-g---g---fg--f-gh---h--gjhgf-jhg---fgh--jhghjhg---kl---k--khk-kjhg-jhgf---ghgf--ghgfefg---fegfefe---d--gfe-gjhgh--gf--fghghgfg---gf,,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.F.22/33
21430,Esto mihi in deum protectorem et,g00648,,,,F-Pn : NAL 01235,,040v,,,,feast_0470,genre_in,,http://musmed.eu/source/13534,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum estu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--d---f---ffedc-df--f---gfg--hgh--fgf--f---f---f---fg--fe---df--f--ffedc---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---ff--f---fdec---c---d---ff--gh---h--gf---ghg--g---hk---kkk--hkg---ghf--f---ffe---d--ge-gh--ff--fgf---f,,https://gallica.bnf.fr/ark:/12148/btv1b8432301z/f92.image
21435,Esto mihi in deum protectorem et,g00648,,,,F-Pn : Ms Lat 00833,,022v,,,,feast_0470,genre_in,,http://musmed.eu/source/13007,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--d---f---fec--ff---gfg--hgh--fgf--f---f---f---fg--fe---df--f--fed--d---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---ff--f---fdfc---c---d---ff--gh---h--gf---ghg--g---hk---kk--hkg---ghgf--f---ffe---d--ge-gh--ff--fgf---f,,https://gallica.bnf.fr/ark:/12148/btv1b84323061/f52.item.zoom
21437,Esto mihi in deum protectorem et,g00648,,,,F-Pn : Ms Lat 00833,,266v,,,,feast_1388,genre_in,,http://musmed.eu/source/13007,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--d---f---fec--ff---gfg--hgh--fgf--f---f---f---fg--fe---df--f--fed--d---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--h---ff--f---fdfc---c---d---ff--gh---h--gf---ghg--g---hk---kk--hkg---ghgf--f---ffe---d--ge-gh--ff--fgf---f,,https://gallica.bnf.fr/ark:/12148/btv1b84323061/f540.item.zoom
21438,Esto mihi in deum protectorem et,g00648,,,,F-Pn : Ms Lat 17307,,037v,,,,feast_0470,genre_in,,http://musmed.eu/source/13489,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--d---f---ffedc--ff---gfg--hgh--fgf--f---f---f---g--fe---df--f--fedc--c---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--hhg--g---ghgf--f---f---f--fg--g--gh---ff--f---fd-fc---c---c---ff--gh---h--ggf---ghg--g---hk---kk--hkg---ghgf--f---ffe---d--gf-gh--ff--fgf---f,,https://gallica.bnf.fr/ark:/12148/btv1b84262643/f80.item.zoom
21440,Esto mihi in deum protectorem et,g00648,,,,"D-HEu : Cod. Sal. X,007",,019r,,,,feast_0470,genre_in,,http://musmed.eu/source/17266,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,k--hk---k--hk---k---kkjg--kk---lkl--mlm--klk--k---k---k---kl--kj---hk--k--kkjg--g---kkj---l--l---lmk---k--klk--k---k--lm--m---m--m--m--l---lmlk--k---k---k--kl--l--lm---kk--k---khkg---g---g---kk--lm---m--l---lml--l---mo---ooo--mol---lmk--k---kkj---h--lj-lm--kk--klk---k,,https://digi.ub.uni-heidelberg.de/diglit/salX7/00039/image
21441,Esto mihi in deum protectorem et,g00648,,,,A-Gu : Ms 0807,,042r,,,,feast_0470,genre_in,,http://musmed.eu/source/10059,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--def---f--def---f---ffec--ff---gfg--hgh--fgf--f---f---f---fg--fed---def--f--ffec--c---fe---g--g---ghf---f--fgf--f---f--gh--h---h--h--hg--g---ghgf--f---f---f--fg--g--ghg---ff--f---fd-fc---c---c---ff--gh---h--gf---ghg--g---hk---kkk--hkg---ghf--f---ffe---d--gf-gh--ff--fgf---f,,https://unipub.uni-graz.at/obvugrscript/content/zoom/5564668
21458,Esto mihi in deum protectorem et,g00648,,,,F-Pa : Ms 0197,,017r,,,,feast_0470,genre_in,,http://musmed.eu/source/98760,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--d---f---ffed--ff---gfg--hgh--fgf--f---f---f---fg--fe---df--f--fe--dc---ffe---g--g---ghgf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---ff--f---fdfc---c---d---ff--gh---h--gf---ghg--g---hk---kk--hkg---ghgf--f---ffe---d--ge-gh--f--fgf---f,,https://gallica.bnf.fr/ark:/12148/btv1b52510789n/f43.item.zoom
21465,Esto mihi in deum protectorem et,g00648,,,,CH-ROM : Ms. liturg. FiD 5,,014r,,,,feast_0470,genre_in,,http://musmed.eu/source/97795,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--df---f---ffec--ff---gfg--hgh--fgf--f---f---f---fg--fe---df--f--fec--c---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---ff--f---fdfc---c---d---ff--gh---h--gf---gh--gg---hk---kkk--hkg---ghf--f---ffe---d--ge-gh--f--fgf---f,,https://www.e-codices.unifr.ch/en/fdr/0005/14r
21467,Esto mihi in deum protectorem et,g00648,,,,F-SEm : Ms 018,,32,,,,feast_0470,genre_in,,http://musmed.eu/source/20281,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--d---f---efedc--ff---gfg--hgh--fgf--f---f---f---fg--fe---df--f--fgf--ddc---ffd---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---fff--f---fefd---d---d---ff--gh---h--gf---ghg--g---hk---k--hkg---ghgf--ffe---d---gf-gh--f--f--fgf---f,,https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/24791/manifest
21468,Esto mihi in deum protectorem et,g00648,,,,NL-Uu : Hs. 0415,,031v,,,,feast_0470,genre_in,,http://musmed.eu/source/15626,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--df---f---fec--f---gfg--hgh--fgf--f---f---f---fg--fe---df--f--fec--c---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--f--gh---f--f---fdec---c---d---f--g---h--g---ghg--g---hk---kk--hlg---ghf--f---ffe---d--ge-gh--f--fgf---f,,http://objects.library.uu.nl/reader/index.php?obj=1874-339013&lan=en#page//38/85/90/38859000212191088799732789399617919050.jpg/mode/1up
21472,Esto mihi in deum protectorem et,g00648,,,,F-CA : Ms 0061 (62),,038v,,,,feast_0470,genre_in,,http://musmed.eu/source/9071,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--d---f---ffedc--ff---gfg--hgh--fgf--f---f---f---fg--fe---df--f--ffed--c---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---ff--f---fdfc---c---c---ff--fh---h--gf---ghg--g---hk---kkk--hkg---ghf--f---ffe---d--gf-gh--ff--fgf---f,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=19290&VUE_ID=1708877&carouselThere=false&nbVignettes=4x3&page=4&angle=0&zoom=moyen&tailleReelle=
21474,Esto mihi in deum protectorem et,g00648,H = 6,,,D-LEu : Ms Thomas 391,,031r,,,,feast_0470,genre_in,,http://musmed.eu/source/138221,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--dddf---f---ffec--ff---gfg--hgh--fgf--f---f---f---fg--fe---ddf--f--ffec--c---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--f--gh---ff--f---fdfc---c---c---ff--g---h--gf---ghg--g---hk---kkk--hkg---ghf--f---ffe---d--gf-gh--ff--fgf---f,,http://universalviewer.io/uv.html?manifest=https%3A//iiif.ub.uni-leipzig.de/0000032952/manifest.json#?c=0&m=0&s=0&cv=88&xywh=-5613%2C0%2C14968%2C5615
21476,Esto mihi in deum protectorem et,g00648,,,,CH-Cobodmer : C 0074,,036r,,,,feast_0470,genre_in,,http://musmed.eu/source/9492,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,kjkl--l---l--kjkl---l---lmlk--kl---klm--mlnmlk--lmlk--lkjkl---l---k---lk-mlnml--kl---kl--k--kjh--kl---lk---kl--lk---klmlnmlm---lk--lmlk--lklmnmlm---lk--l--m---nm--l--kl--mlk---kl--mlk---kl---l--m--l--l---lk--lk-kjh---hjklkjhjhg---hgk-l---llk---kl--klm---m--lnmlklnml---klmn--mlnml---om---nonmln--mlk---lmlk--lkjkl---kjklkjkjh---lkj--lnmlm--lk--klmlmlkl---lk,,https://www.e-codices.unifr.ch/de/fmb/cb-0074/36r/0/Sequence-825
21490,Esto mihi in deum protectorem et,g00648,,,,F-PR : Ms 0012,,055r,,,,feast_0470,genre_in,,http://musmed.eu/source/14008,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--df---f--d---f---fed--ef---gfg--hgh--fgf--f---f---f---fg--fe---df--f--ffcc---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---ff--f---fdfc---c---c---ff--gh---h--gf---ghg--g---hk---kk--hkg---ghf--f---ff---d--gf-gh--ff--fgf---f,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=4246&VUE_ID=936850&carouselThere=false&nbVignettes=4x3&page=1&angle=0&zoom=moyen&tailleReelle=
21436,Esto mihi in deum protectorem et,g00648,,,,F-NS : Ms 0004,,019v,,,,feast_0470,genre_in,,http://musmed.eu/source/12600,,,Esto mihi in deum protectorem et in locum refugii ut salvum me facias quoniam firmamentum meum et refugium meum es tu et propter nomen tuum dux mihi eris et enutries me,,f--def---f--c---def---fec--ff---gfg--hgh--fgf--f---f---f---g--fe---def--f--ffec---ffe---g--g---ghf---f--fgf--f---f--gh--h---h--h--h--g---ghgf--f---f---f--fg--g--gh---ff--f---fdec---c---d---f--gh---h--gf---ghg--g---hk---kkk--hjg---ghf--f---ffe---d--gf-gh--ff--fgf---f,,https://gallica.bnf.fr/ark:/12148/btv1b100158551/f42.image
13616,Misereris omnium domine et,g00662,1,,,PL-WRu I F 414,,014v,,,,feast_0660,,,http://cantus.ispan.pl/source/36027,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fd---ff---fghgh--gf---f--g--gfe---d--dc-def--ed---dg---fgfe--ded--d---d--f--g--ghg---gd--g--h---hihg--hg-gfg--gf---fg--gh---hkk--liki--h--hi-kihi--ih---fh-gh---hfhgh--hgf-fe---hghfg--df-fdf---c--d---dgf-fec----ed---dgf-gh--g--gh---h--ghghfed-df-gefe---defede--ed,,http://cantus.ispan.pl/node/36177
13621,Misereris omnium domine et,g00662,1,,,PL-WRu I F 416,,024v,,,,feast_0660,,,http://cantus.ispan.pl/source/41816,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--gh--h--g---fgh--h--h---hgh--f--fd---ff---fghgh--gf---f--fg--gf---d--dc--def-ed---dg---fgf--dfd--d---d--f--g--ghg---gd--fg--h---hihg--hg-gfg--gf---fg--gh---hkk--li-ki--h--hikihi--ih---fhhg---hfh--hgfe---hghfg--df-fdf---c--d---dgf-fec-fede---ed---dgf--ghg--gh---hfhghfed--df-gefe---defede--ed,,http://cantus.ispan.pl/node/42231
13632,Misereris omnium domine et nihil odisti,g00662,,,,I-BGc : MA 239 (Gamma III.18),,031v,,,,feast_0660,genre_in,,http://musmed.eu/source/8805,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---fef--d--dbcd---h---hjkjk--jh---h--hj--jhh---f--fde-fgh--gf---fj---hjhgh--fgf--f---d--f--fg--ghg---gd--fg--hg---gihg--hg-gfg--gf---fg--gh---hikk--liki--h--hikihi--ih---fh-gh---hfh--hgff---hghfg--df-fdf---c--d---dgfec-defede---ed---dgf-gh--g--gh---hfhghfed--def-gefe---defede--ed,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/70/mode/1up
13633,Misereris omnium domine et nihil odisti,g00662,,,,V-CVbav : Vat.lat.05319,,039v,,,,feast_0660,genre_in,,http://musmed.eu/source/14915,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--gh--h--g---fgh--hh--g---hghg--f--ed---f---fghghg--f---f--fg--gfgfed---df--gf-deccdefed--fed---dg---fgfe--df-ff--dcdf---d--f--g--h---h--hh--g---ghjhg-ghjhg--hghgf--gf-ghjhghg---fg--h---kk--klkjk--kkj--hjkh--hgf---hg---hgfgh--g---gf-ghgf--defgfef---ed--f---h---g---fg--g--g---gf--fgfefd---dfe-fg--fed,,https://digi.vatlib.it/view/MSS_Vat.lat.5319/86
13636,Misereris omnium domine et nihil odisti,g00662,,,,D-B : Ms mus 40078,,041v,,,,feast_0660,genre_in,,http://musmed.eu/source/8817,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fd-ddf---f---fgigi--fgf---f--fg--gff---d--dc-ccef--ed---fg---fgff--dfd--d---d--e--fg--ghg---gd--fg--h---gihg--hg-gfg--gf---fg--gh---hhkk--liki--h--hikihi--kh---fhgh---hfhg--hgff--hg-hfg-gf--df-fdf---c--d---dgfec-ddfede---fd---dgf-gh--g--g---hfhghfed--ddf-gefe---defede--fd,,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN782404677&view=overview-toc&PHYSID=PHYS_0086&DMDID=DMDLOG_0001
13638,Misereris omnium domine et nihil odisti,g00662,1,,,F-Pn : NAL 01414,,016r,,,,feast_0660,genre_in,,http://musmed.eu/source/28426,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fd---ff---fghgh--gf---f--fg--gff---d--dcd-ef--ed---dg---fgff--ded--d---d--f--g--ghg---gd--fg--h---hihg--hg-gfg--gf---fg--gh---hkk--ljkj--h--hjkjhj--jh---fh-gh---hfhg--hgff---hg-hfg--dffdf---c--d---dgf-fec-defede---ed---dgf-gh--g--gh---h-fhghfed--df-gefe---defede--ed,,https://gallica.bnf.fr/ark:/12148/btv1b525113345/f37.image
13646,Misereris omnium domine et nihil odisti,g00662,,,,F-G : Ms 0084 (Ms. 395 Rés.),,105r,,,,feast_0660,genre_in,,http://musmed.eu/source/10075,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--hg--h--g---fgh--h--h---hgh--gf--f---df---fghgh--gf---f--fg--gff---d--dcd-ef--ed---fg---fgff--ded--d---d--f--g--ghg---gd--fg--h---hjhg--hg-gfg--gf---fg--gh---hkk--lk-kj--h--hjkjhj--jh---fhgh---hfh--hgfh---hghfg--df-fdf---c--d---dgf-fec-dfede---ed---dgf-gh--g--gh---hf-hghfed--dfg-ffe---defede--ed,,https://gallica.bnf.fr/ark:/12148/btv1b10670666x/f215.item
