id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes,image_link
13649,Misereris omnium Domine et nihil odisti,g00662,1,,,F-Pn : Ms Lat 00903,,033r,,,,feast_0660,genre_in,,http://musmed.eu/source/13022,,,Misereris omnium Domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parce illis quia tu es Dominus Deus noster,,f--hg--h--g---fgh--h--h---hgh--f--fdf---f---fghgh--gf---f--fg--gff---d--dcdf--ed---fg---fgef--ded--d---d--f--g--ghg---gd--fg--h---gjhg--hg-gfg--gf---fg--gh---hk--lk-kj--h--hkjhj--jh---fh-gh---hfh--hgff---hgh-fg--df-fdf---c--d---dgf-fec-defede---ed---dgf-gh--g--gh---hf-hghfed--def-gf-fe---defede--ed,,https://gallica.bnf.fr/ark:/12148/btv1b10506538t/f83.image
13650,Misereris omnium domine et nihil odisti,g00662,,,,I-BGc : MA 150 (Psi III.8),,017v,,,,feast_0660,genre_in,,http://musmed.eu/source/41838,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--hg--h--g---fgh--h--h---hgh--f--fdf---f---fghgh--gf---f--fg--gf---d--dc-def--ed---dg---fgf--ded--d---d--f--fg--ghg---gd--fg--h---hjhg--hgfg--gf---fg--gh---hkkk--kljkj--jh--hjkjhj--jh---fh-gh---hf-hg--hg-ff---hghfg--df-fdf---c--d---dgf-fe-defede---ed---dgf-gh--g--gh---hf-hgh-gfed--dfgefe---defede--ed,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3862#page/40/mode/1up
13651,Misereris omnium domine et nihil odisti,g00662,,,,D-KNd : Ms 1001b,,044r,,,,feast_0660,genre_in,,http://musmed.eu/source/11493,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--g--f---def---fghgh--gf---f--fg--gf---d--dcdef--ed---dg---fgf--ded--d---d--f--g--ghg---gd--fg--h---gjhg--hgfg--gf---fg--gh---gh-jk--ljkj--hg--hjkjhj--jh---fhgh---hfh--hgf---hg-hfg--df-fdf---c--d---dgfec-defede---ed---dgf-gh--g--g---hf-hghfed--def-gefe---defede--ed,,https://digital.dombibliothek-koeln.de/hs/content/zoom/311516
13655,Misereris omnium domine et nihil odisti,g00662,,,,V-CVbav : Archivio di San Pietro F.22,,018r,,,,feast_0660,genre_in,,http://musmed.eu/source/14749,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--gh--h--f---fgh--h--g---hghg--f--ed---f---fghghg--f---f--eg--gfg-fede---de--fede-dcde-fed--fed---dg---fgfe--dfe--dcdf---d--f--g--h---h--hh--g---gjhghjhg--hghgf--gfghjhghg---f--hg---k--klkjk--kk--hjkh--hhgf---h---hgfgh--g---gfghgf--defgfef---ed--f---fh---g---fh--g--g---gf--fgfefd---dfefg--ffed,,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.F.22/35
13665,Misereris omnium domine et nihil odisti,g00662,,,,F-Pn : Ms Lat 00833,,025r,,,,feast_0660,genre_in,,http://musmed.eu/source/13007,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fdf---f---fghgh--gf---f--fg--gff---d--dcd-ef--ed---fg---fgff--ded--d---d--df--g--ghg---gd--fg--h---gihg--hg-gfg--gf---fg--gh---hkk--ljkj--h--hjkjhj--jh---fhgh---hfhg--hgff---hghfgf--df-fdf---c--d---dgfec-dfede---ed---dgf-gh--g--g---hf-hghfed--df-gefe---defede--ed,,https://gallica.bnf.fr/ark:/12148/btv1b84323061/f57.item.zoom
13666,Misereris omnium domine et nihil odisti,g00662,,,,F-NS : Ms 0004,,021r,,,,feast_0660,genre_in,,http://musmed.eu/source/12600,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parce illis quia tu es dominus deus noster,,f--hg--h--g---fgh--h--h---hg-gh--gf--f---df---fgigh--gf---f--fg--gf-fe---d--dc-defef--ed---fg---fgff--ded--d---d--f--g--ghg---gd--fg--h---hihg--hg-gfg--gf---fg--gh---hik--lk-ki--h--hiklihi--ih---fh-gh---hfh--hgff---hg-gfg--df-fde---c--d---dgf-fec-defede---ed---dgf-gh--g--gh---hf-hghfed--def-gf-fe---defef--ed,,https://gallica.bnf.fr/ark:/12148/btv1b100158551/f45.image
13667,Misereris omnium domine et nihil odisti,g00662,,,,F-Pn : Ms Lat 17307,,039v,,,,feast_0660,genre_in,,http://musmed.eu/source/13489,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fdf---f---fghgh--fgf---f--fg--gff---d--dcd-ef--ed---fg---fgfef--ded--d---d--f--fg--ghg---gd--fg--h---gjhg--hg-gfg--gf---fg--gh---kk--lk-kj--h--hjkjhj--jh---fhgh---hfh--hg-ff---hg-hfg--df-fdf---c--d---dgf-fec-defede---ed---dgf-gh--g--gh---hfh-ghfed--df-gf-fe---defede--ed,,https://gallica.bnf.fr/ark:/12148/btv1b84262643/f84.item.zoom
13669,Misereris omnium domine et nihil odisti,g00662,,,,"D-HEu : Cod. Sal. X,007",,021r,,,,feast_0660,genre_in,,http://musmed.eu/source/17266,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fd---ff---fghgh--gf---f--fg--gff---d--dcd-ef--ed---dg---fgff--ded--d---d--f--g--ghg---gd--fg--h---hihg--hg-gfg--gf---fg--gh---hkk--lk-ki--h--hikihi--ih---fhgh---hfhg--hgff---hghfg--df-fdf---c--d---dgf-fec-defede---ed---dgf-gh--g--gh---hf-hghfed--dfgefe---defede--ed,,https://digi.ub.uni-heidelberg.de/diglit/salX7/00043/image
13670,Misereris omnium domine et nihil odisti,g00662,,,,A-Gu : Ms 0807,,044r,,,,feast_0660,genre_in,,http://musmed.eu/source/10059,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fdef---f---fghgh--gf---f--fg--gef---d--dcdefef--ed---dg---fgef--dfd--d---d--e--fg--ghg---gd--fg--h---gihg--hg-ggfg--gf---fg--gh---hik--lk-kki--h--hk-kihi--kh---fghg---hfh--hgfef---hg-hf-gf--defdf---c--d---dgf-fec-defede---fd---dgf-gh--g--g---h-fhghfed--def-gf-ffe---df-fede--fd,,https://unipub.uni-graz.at/obvugrscript/content/zoom/5564672
13684,Misereris omnium domine et nihil odisti,g00662,,,,F-Pa : Ms 0197,,019r,,,,feast_0660,genre_in,,http://musmed.eu/source/98760,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--hg--h--g---fgh--h--h---hgh--f--fd---f---fghgh--fgf---f--fg--gff---d--dc-def--ed---fg---fgff--ded--d---d--f--fg--ghg---gd--f--gh---hihg--hg-gfg--gf---fg--gh---hkk--liki--h--hikihi--ih---fhgh---hfh--hg-ff---hghfg--d-f-fdf---c--d---dgf-fecd-efede---ed---dgf-gh--g--gh---h-fhg-hfed--df-gefe---defede--ed,,https://gallica.bnf.fr/ark:/12148/btv1b52510789n/f47.item.zoom
13692,Misereris omnium domine et nihil odisti,g00662,,,,CH-ROM : Ms. liturg. FiD 5,,015v,,,,feast_0660,genre_in,,http://musmed.eu/source/97795,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fd---ff---fghgh--gf---f--fg--gff---d--dc-def--ed---dg---fgf-f--ded--d---d--f--g--ghg---gd--fg--h---hihg--hg-gfg--gf---fg--gh---hkk--ljkj--h--hjkjhj--jh---fh---hfhg--hgf-f---hghfg--df-fdf---c--d---dgf-fec-defede---ed---dgf-gh--g--gh---hfhghfed--dfgefe---defede--ed,,https://www.e-codices.unifr.ch/en/fdr/0005/15v
13694,Misereris omnium domine et nihil odisti,g00662,,,,F-SEm : Ms 018,,34,,,,feast_0660,genre_in,,http://musmed.eu/source/20281,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--hg--h--g---fgh--h--h---hgh--f--fd---f---fghgh--fgf---f--fg--gff---d--dcd-ef--ed---fg---fgff--ded--d---d--f--fg--ghg---gd--fg--h---hihg--hg-gfg--gf---fg--gh---hkk--lkjkh--h--hjkjhj--jh---fghg---hf-ghg--hgff---hghgfgf--df-fdf---c--d---dgf-fec-defede---ed---dgf-gh--g--gh---hfhghfed--dfgefe---defede--ed,,https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/24791/manifest
13695,Misereris omnium domine et nihil odisti,g00662,,,,NL-Uu : Hs. 0415,,033v,,,,feast_0660,genre_in,,http://musmed.eu/source/15626,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitenciam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fdf---f---fgigh--gf---f--fg--gf---d--dcdef--ed---fg---fgf--ded--d---d--e--fg--ghg---gd--fg--h---gihg--hgfg--gf---fg--gh---hk--lk-ki--h--hikihi--ih---fgh---hfh--hgf---hghfg--df-fdf---c--d---dgfec-defede---ed---dgf-gh--g--g---hfhg-hfed--dfgf-fe---defede--ed,,http://objects.library.uu.nl/reader/index.php?obj=1874-339013&lan=en#page//23/55/36/23553692540522231471118221857340135070.jpg/mode/1up
13697,Misereris omnium domine et nihil odisti,g00662,,,,F-CA : Ms 0061 (62),,040r,,,,feast_0660,genre_in,,http://musmed.eu/source/9071,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fdf---f---fghgh--fgf---f--fg--gff---d--dcdef--ed---dg---fgff--ded--d---d--f--fg--ghg---gd--fg--h---gihg--hg-gfg--gf---fg--gh---hkk--lk-ki--h--hikihi--ih---fh-gh---hf-hg--hgff---hghfgf--dfdf---c--d---dgf-fec-defede---ed---dgf-gh--g--gh---h-fhghfed--df-gf-fe---defede--ed,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=19290&VUE_ID=1708878&carouselThere=false&nbVignettes=4x3&page=4&angle=0&zoom=moyen&tailleReelle=
13699,Misereris omnium domine et nihil odisti,g00662,aq = 1,,,D-LEu : Ms Thomas 391,,032r,,,,feast_0660,genre_in,,http://musmed.eu/source/138221,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fdf---f---ghigi--gf---f--fg--gff---d--dc-ddef--ed---fg---fgff--dfd--d---d--e--fg--ghg---gd--fg--h---gihg--hg-gfg--gf---fg--gh---kk--lk-kj--h--hjkjhj--kh---fhg---hfh--hgf---hghfhg--ffdf---c--d---dgfec-deefede---fd---dgf-gh--g--g---hfhghfed--ddf-gf-fe---defede--fd,,http://universalviewer.io/uv.html?manifest=https%3A//iiif.ub.uni-leipzig.de/0000032952/manifest.json#?c=0&m=0&s=0&cv=90&xywh=-5613%2C0%2C14968%2C5615
13700,Misereris omnium domine et nihil odisti,g00662,,,,CH-Cobodmer : C 0074,,037v,,,,feast_0660,genre_in,,http://musmed.eu/source/9492,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parce illis quia tu es dominus deus noster,,f--gh--h--g---fgh--h--g---hghg--f--ed---f---fghghg--f---f--fg--gfgfed---de--fedecdefed--fed---dg---fgfe--dff--dcdf---d--f--g--h---h--h--g---ghjhghjhg--hghgf--gfghjhghg---fg--hg---kk--klkjk--kkj--hjkh--hgf---hg---hgfgh--g---gfghgf--defgfef---ed--f---h---g---fg--g--g---gf--fgfefd---dfefg--fed,,https://www.e-codices.unifr.ch/de/fmb/cb-0074/37v/0/Sequence-825
13714,Misereris omnium domine et nihil odisti,g00662,1,,,F-PR : Ms 0012,,058v,,,,feast_0660,genre_in,,http://musmed.eu/source/14008,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--hg--h--g---fgh--h--h---hgh--f--fd---ff---fghgh--gf---f--fg--gff---d--dcd-ef--ed---dg---fgf--dfd--d---d--f--fg--ghg---gd--fg--h---hihg--hg-gfg--gf---fg--gh---kk--li-ki--h--hikihi--ih---fh-gh---hfhg--hgff---hghgh--fdf-fdf---c--d---dgfec-dfede---ed---dgf-gh--g--g---hfhghfed--dfge-fe---defede--ed,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=4246&VUE_ID=936854&carouselThere=false&nbVignettes=4x3&page=1&angle=0&zoom=moyen&tailleReelle=
13612,Misereris omnium domine et,g00662,1,,,PL-Wn rps 12722 V,,045v,,,,feast_0660,,,http://cantus.ispan.pl/source/4559,,,Misereris omnium domine et nihil odisti eorum quae fecisti dissimulans peccata hominum propter paenitentiam et parcens illis quia tu es dominus deus noster,,f--ghg--h--g---fgh--h--h---hgh--f--fd-df---f---fghgh--gf---f--fg--gf-fd---dcd-dff--ed---fg---fgef--ded--d---d--e--fg--ghgg---gd--fg--h---gihg--hhg-gfg--gf---fg--gh---h--kk--lkih--hikihi--kh---fh-gh---hfhh--hgff---hg-hfg-df-fdf---c--d---dgf-fec-ddfed---efd---dgf-gh--g--g---hfhg-hgfd--ddf-gf-fe---defede--fd,,http://cantus.ispan.pl/node/28791
18651,Invocabit me et ego exaudiam,g00675,3,,,PL-Wn rps 12722 V,,051r,,,,,,,http://cantus.ispan.pl/source/4559,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,hh--g--gkjk--hh---g---hfg---gh--kkk---k--kkk--hg--ghkk---khkg--gg---hfg--gkk--h--hfh---hkhgh--hg---g---g--gh--k--kj-lmk-kh--kk---kjkh--h---hkj--k--l--k--kkk---hhk--hgh--hg---ghj--jj--hjge--egh---hkhgh--fe,,http://cantus.ispan.pl/node/28802
18654,Invocavit me et ego exaudiam,g00675,8,,,PL-WRu I F 414,,016r,,,,,,,http://cantus.ispan.pl/source/36027,,,Invocavit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,hg--h--hkjk--hg---g---hfg---ghkj--k---k--kkk--hg--ghk---khkg--g---hfh--kk--h--hfh---hjhgh--hg---gh---g--ghkj--k--jl-mk-kh--kj---kjkh--h---j--k--l--k--kkk---h--hjhgh--hg---ghj--jh--hjge--egh---hjhgh--hg,,http://cantus.ispan.pl/node/36180
18667,Invocavit me et ego exaudiam eum,g00675,,,,I-BGc : MA 239 (Gamma III.18),,034r,,,,,genre_in,,http://musmed.eu/source/8805,,,Invocavit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,gd--g--hkjk--h---g---hfg---ghkjk--k---k--kkk--hg--ghjk---khjg--g---hfg--kk--h--hfh---hkjhgh--hg---gh---g--ghkj--k--jlmk-kh--kk---khjg--g---k--k--l--k--kkk---h--hjhgh--hg---ghj---j--hjge--gh---hjhgh--hg,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/75/mode/1up
18668,Invocabis me et ego exaudiam eum,g00675,,,,V-CVbav : Vat.lat.05319,,041v,,,,,genre_in,,http://musmed.eu/source/14915,,,Invocabis me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,g--h--hjkj--jhjhjh---h---jhjh---ghj-kj--jjh---g--ghjk--jhg--gj-kj---jhjg--hkjhg---g--kkj--h--hhgf-hj---hjklkjhjg--hkjhg---k---k--k--kk--jl-mk--k---kkjh--kjh---j--k--l--k--lk-kj---lkj--hjklkjhjg--hkjhg---k--kkj--hjkjhghge--gh---hkjhjhgh--hg,,https://digi.vatlib.it/view/MSS_Vat.lat.5319/90
18672,Invocavit me et ego exaudiam eum,g00675,,,,D-B : Ms mus 40078,,046r,,,,,genre_in,,http://musmed.eu/source/8817,,,Invocavit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,gf--g--hkjk--hg---g---hfg---ghkk--k---k--kkk--hg--gh-hhk---khjg--g---hfg--gjk--h--hfgh---hkhgh--hg---g---g--ghkk--k--jl-mk-kh--kk---kjkh--h---hkj--k--l--k--kkk---h--hkhgh--hg---ghj--jh--hjge--egh---hkhgh--hg,,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN782404677&PHYSID=PHYS_0095&DMDID=DMDLOG_0001
18675,Invocabit me et ego exaudiam eum,g00675,8,,,F-Pn : NAL 01414,,018r,,,,,genre_in,,http://musmed.eu/source/28426,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,gf--g--hkjk--hg---g---hfg---ghkj--k---k--kkk--hg--ghk---khkg--g---hfg--kk--h--hfh---hjhgh--hg---gh---g--ghkj--k--jl-mk-kh--kj---kjkh--h---j--k--l--k--kkk---h--hjhgh--hg---ghj--jh--hjge--egh---hjhgh--hg,,https://gallica.bnf.fr/ark:/12148/btv1b525113345/f41.image
18682,Invocabit me et ego exaudiam eum,g00675,,,,F-G : Ms 0084 (Ms. 395 Rés.),,106v,,,,,genre_in,,http://musmed.eu/source/10075,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,hf--g--hkjk--hg---g---hfg---ghkjk--k---k--kkk--hg--ghk---khjg--g---hfh--kk--hg--gfh---hjhgh--hg---gh---g--ghkj--k--jlmk-kh--kk---kjkh--h---j--k--l--k--kkk---h--hjhgh--hg---ghj--j--hjhe--egh---hjhgh--hg,,https://gallica.bnf.fr/ark:/12148/btv1b10670666x/f218.item
18686,Invocabit me et ego exaudiam eum,g00675,8,,,F-Pn : Ms Lat 00903,,036v,,,,,genre_in,,http://musmed.eu/source/13022,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,gf--g--gkjk--hg---g---hfg---ghkjk--j---k--kkk--hg--ghjk---khjg--g---gfh--kk--h--hfh---hjhgh--hg---gh---g--ghkj--j--jl-mk-kh--k---kjkh--h---kj--k--l--k--kkk---h--hjhgh--hg---ghj--jh--hjge--egh---hjhgh--hg,,https://gallica.bnf.fr/ark:/12148/btv1b10506538t/f90.image
18687,Invocabit me et ego exaudiam eum,g00675,,,,I-BGc : MA 150 (Psi III.8),,020r,,,,,genre_in,,http://musmed.eu/source/41838,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,gd--g--hkjk--hg---g---hfg---ghkj--k---k--kkk--hg--ghk---khjg--g---hfg--g-kkk--h--hfh---hjhgh--hg---g---g--ghkj--k--jlm-kjh--kk---kjkh--h---j--k--l--k--kkk---h--hjhgh--hg---gj--j--hjge--gh---hjhgh--hg,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3862#page/45/mode/1up
18688,Invocabit me et ego exaudiam eum,g00675,,,,D-KNd : Ms 1001b,,049r,,,,,genre_in,,http://musmed.eu/source/11493,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,g--g--ghkjk--hh---g---hfg---ghkj--jh---h--kk--hg--gh-jk---khjg--g---hfg--kk--h--hfh---hjhgh--hg---gh---g--ghkj--k--jlmkh--kj---kjkh--h---j--k--l--k--kk---h--hjhgh--hg---ghj--j--hjge--egh---h-jhgh--hg,,https://digital.dombibliothek-koeln.de/hs/content/zoom/311526
18698,Invocavit me et ego exaudiam eum,g00675,,,,F-Pn : NAL 01235,,045r,,,,,genre_in,,http://musmed.eu/source/13534,,,Invocavit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,hf--g--hkjk--hg---g---hfg---ghkj--k---kkk--k--hg--ghk---khjg--g---hfh--hkk--h--hfh---hjhgh--hg---gh---g--ghkj--k--jlmk-kh--kj---kjkh--h---j--k--l--k--k-k-k---h--hjhgh--hg---ghj--jh--hjge--egh---hjhgh--hg,,https://gallica.bnf.fr/ark:/12148/btv1b8432301z/f101.image
18703,Invocabit me et ego exaudiam eum,g00675,,,,F-Pn : Ms Lat 00833,,028r,,,,,genre_in,,http://musmed.eu/source/13007,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,gf--g--hkjk--hg---g---hfg---ghkjk--k---k--kkk--hg--ghkjk---kjkg--g---hfg--gkk--h--hfh---hjhgh--hg---gh---g--ghkj--k--jlmk-kh--kj---kjkh--h---j--k--l--k--kkk---h--hjhgh--hg---ghj--jh--hjge--egh---hjhgh--hg,,https://gallica.bnf.fr/ark:/12148/btv1b84323061/f63.item.zoom
18704,Invocabit me et ego exaudiam eum,g00675,,,,F-NS : Ms 0004,,023v,,,,,genre_in,,http://musmed.eu/source/12600,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,ge--g--hkjk--hg---g---hfg---ghkj--j---k--kkk--hg--ghjk---khjg--g---hfh--kk--hg--gfh---hjhgh--hg---gh---g--ghkj--j--jlm--k-kh-kk---khjg--g---kj--k--l--k--kkk---h--hjhgh--hg---ghj--j--hjge--egh---hjhgh--hg,,https://gallica.bnf.fr/ark:/12148/btv1b100158551/f50.image
18705,Invocabit me et ego exaudiam eum,g00675,,,,F-Pn : Ms Lat 17307,,043v,,,,,genre_in,,http://musmed.eu/source/13489,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,gf--g--hkjk--hg---g---hfg---ghkj--k---k--kkkj--hg--ghk---khkg--g---hfg--kk--h--hfh---hjhgh--hg---gh---g--ghkj--k--jl-mk-kh--kk---kjkh--h---kj--k--l--k--kkk---h--hjhgh--hg---ghj--jh--hjge--egh---hjhgh--hg,,https://gallica.bnf.fr/ark:/12148/btv1b84262643/f92.item.zoom
18706,Invocavit me et ego exaudiam eum,g00675,,,,"D-HEu : Cod. Sal. X,007",,023r,,,,,genre_in,,http://musmed.eu/source/17266,,,Invocavit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,gf--g--hkjk--hg---g---hfg---ghkj--k---k--kkk--hg--ghk---khjg--g---hfh--kk--h--hfh---hjhgh--hg---gh---g--ghkj--k--jlmk-kh--kj---kjkh--h---j--k--l--k--kkk---h--hjhgh--hg---ghj--jh--hjge--egh---hjhgh--hg,,https://digi.ub.uni-heidelberg.de/diglit/salX7/00047/image
18707,Invocabit me et ego exaudiam eum,g00675,,,,A-Gu : Ms 0807,,047r,,,,feast_0469,genre_in,,http://musmed.eu/source/10059,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,hg--g--gkjk--hg---g---hfg---ghkj--k---k--kkk--hg--ghjk---kh-kg--g---hfg--gj-kk--h--hfh---hjkjhgh--hg---g---g--ghkj--k--jl-mj-kkh--kj---kkh--h---hkj--k--l--k--kkk---h--hkhgh--hg---ghj--jh--hjge--egh---hkhgh--hg,,https://unipub.uni-graz.at/obvugrscript/content/zoom/5564678
18716,Invocavit me et ego exaudiam eum,g00675,,,,F-Pn : Ms Lat 00904,,046v,,,,,genre_in,,http://musmed.eu/source/13023,,,Invocavit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,gf--g--hkjk--hg---g---hfg---ghkj--k---k--kkk--hg--gh-jk---kh-kg--g---hgh--kk--h--hfh---hjkjhgh--hg---gh---g--ghkj--k--jl-mk-kh--kj---kjkh--h---j--k--l--k--kkk---h--hjhgh--hg---fgh--hg--ghge--egh---hjhgh--hg,,https://gallica.bnf.fr/ark:/12148/btv1b84324657/f102.image
18720,Invocabit me et ego exaudiam eum,g00675,,,,F-Pa : Ms 0197,,021v,,,,,genre_in,,http://musmed.eu/source/98760,,,Invocabit me et ego exaudiam eum eripiam eum et glorificabo eum longitudine dierum adimplebo eum,,hf--g--hkjk--hg---g---hfg---gh-kj--k---k--kk--hg--ghk---khkg--g---hfh--kk--h--hfh---hjhgh--hg---gh---g--gh-kj--k--jl-mk-kh--k---kjkh--h---j--k--l--k--kk---h--hjhgh--hg---ghj--j--hjge--eg-h---hjhgh--hg,,https://gallica.bnf.fr/ark:/12148/btv1b52510789n/f52.item.zoom
